week_start,cases,temp_c,rh_pct,rain_mm,wind10_kmh,soil_moisture_top_m3m3
8/5/2024,"2,611",28.4047619,52.57738095,5.6,11.63809524,0.026154762
8/12/2024,"4,876",27.17142857,60.96428571,41.1,8.974404762,0.086369048
8/19/2024,"7,281",24.61130952,73.97619048,58.9,8.483333333,0.155190476
8/26/2024,"7,003",30.02678571,41.70833333,1.9,11.82797619,0.025684524
9/2/2024,"6,655",29.95416667,39.41666667,0.1,14.56309524,0.027380952
9/9/2024,"7,099",31.60178571,32.32142857,0,12.77678571,0.024779762
9/16/2024,"6,128",31.2,35.2797619,0.1,12.14345238,0.021125
9/23/2024,"3,647",31.13988095,36.9702381,0.4,12.7875,0.024089286
9/30/2024,"2,389",28.55416667,52.89285714,24.4,12.24285714,0.080833333
10/7/2024,"1,533",30.79404762,36.42261905,1,12.32559524,0.026767857
10/14/2024,"1,247",29.61547619,48.125,5.2,9.830357143,0.031779762
10/21/2024,"1,062",28.27440476,56.11904762,25.7,9.4375,0.064767857
10/28/2024,914,29.46130952,48.42261905,19,10.73095238,0.061636905
11/4/2024,"1,438",28.00654762,56.02380952,17.5,14.21428571,0.036
11/11/2024,"3,004",29.62916667,43.77380952,12.5,12.8327381,0.05
11/18/2024,"2,548",27.3625,60.0952381,38.5,8.720238095,0.111482143
11/25/2024,"1,649",24.9327381,71.39285714,30.3,6.378571429,0.158946429
12/2/2024,"2,257",26.575,45.86904762,0,9.541071429,0.076428571
12/9/2024,"3,462",28.93690476,38.13690476,0,10.5,0.046214286
12/16/2024,"6,137",29.33333333,39.5,2.6,10.86607143,0.047571429
12/23/2024,"3,892",29.1375,40.10714286,1.6,11.32916667,0.057327381
12/30/2024,"3,661",28.93630952,32.36904762,0,12.06785714,0.054654762
1/6/2025,"3,407",29.50535714,34.46428571,1,10.91369048,0.053910714
1/13/2025,"2,742",29.28571429,30.55357143,0,13.39761905,0.057958333
1/20/2025,"2,343",30.13452381,29.2202381,0,8.788095238,0.055107143
1/27/2025,"2,041",29.49464286,33.17261905,28.9,7.85297619,0.06289881
2/3/2025,"1,269",30.22678571,28.95833333,0,13.63571429,0.047720238
2/10/2025,988,31.45535714,31.74404762,0.1,16.32559524,0.043113095
